code,description,last_updated
3047137018,Muscle spasm of thoracic back (disorder),2025-09-01
85520010,Carotid body,2025-09-01
176307011,Lactic acid dehydrogenase isoenzyme 1,2025-09-01
430224016,Accidental acemetacin poisoning,2025-09-01
634354010,Joint between bodies of L2 and L3 (body structure),2025-09-01
2738505018,Born in Seychelles (finding),2025-09-01
5390581015,Elbow extension orthosis,2025-09-01
5148081013,Exposure to Haemophilus influenzae type b (event),2025-09-01
5283501019,Degeneration of ciliary body of bilateral eyes,2025-09-01
2618985015,Limb - forced extension,2025-09-01
101093016,Blood group antigen Holmes,2025-09-01
146067014,Anterior thoracic spinal cord nerve root,2025-09-01
242488014,Gingival/periodontal dis. NOS,2025-09-01
539985014,Production engineer (occupation),2025-09-01
698969010,Benign tumor of anterior two-thirds of tongue - ventral surface (disorder),2025-09-01
571071010,Malignant neoplasm of epiglottis NOS,2025-09-01
123920013,Sty,2025-09-01
189719010,"Anemia of chronic disorder, NOS",2025-09-01
152812017,Benign neoplasm of retina,2025-09-01
488222015,Finding related to ability to initiate words,2025-09-01
343099011,10g carbohydrate exchanges/day,2025-09-01
820066014,Bovine species (organism),2025-09-01
2729435014,[D]Hyperventilation (situation),2025-09-01
53125018,"Selective angiocardiography, NOS",2025-09-01
762327017,Bulinus (Bulinus) senegalensis (organism),2025-09-01
641181018,Immunoglobulin G/transferrin ratio measurement (procedure),2025-09-01
692279010,Intentional bretylium overdose (disorder),2025-09-01
642533017,Intravesical contraction pressure at maximum flow (observable entity),2025-09-01
786633013,Open wound of multiple sites of ear without complication (disorder),2025-09-01
3731269017,Product containing only didanosine (medicinal product),2025-09-01
335522017,"[X]Contact with sharp object, undetermined intent, occurrence at sports and athletics area",2025-09-01
530692013,Injection nerve (& for local action),2025-09-01
588082018,Muscle abscess-thigh (disorder),2025-09-01
3316400017,Disorder of sex development with intellectual disability syndrome,2025-09-01
3779839013,Neer classification of fracture of proximal humerus two-part fracture (morphologic abnormality),2025-09-01
3735969017,Product containing only travoprost (medicinal product),2025-09-01
4569871010,Superficial injury of left conjunctiva (disorder),2025-09-01
3034161018,International Federation of Gynecology and Obstetrics endometrial cancer (FIGO EC) stage IIIB,2025-09-01
4649601018,Occlusion of bilateral fallopian tubes,2025-09-01
597302014,"Contusion, upper limb NOS (disorder)",2025-09-01
689386015,Primaquine allergy (disorder),2025-09-01
164351015,NOVALEP 5,2025-09-01
592080016,Difficulty in feeding at breast (finding),2025-09-01
371657012,Finding of fetal parts,2025-09-01
603990018,Accident due to liquid hydrogen (finding),2025-09-01
729068015,"Hernia, reduction en masse (morphologic abnormality)",2025-09-01
783995014,"Pessary, device (physical object)",2025-09-01
1469439013,Pedunculated polyp without stalk (morphologic abnormality),2025-09-01
6362017,Caranx bartholomaei,2025-09-01
2897573011,Congenital stenosis of mitral subvalvular apparatus (disorder),2025-09-01
479309010,Entire lumbosacral joint,2025-09-01
591534014,Fetus or neonate affected by fetomaternal transplacental transfusion (disorder),2025-09-01
3516510019,Volar plate injury of distal interphalangeal joint of finger,2025-09-01
3691461019,Structure of flexor tendon of right middle finger (body structure),2025-09-01
3773956013,Structure of blood vessel of right upper eyelid,2025-09-01
4629613017,Structure of lingual bud (body structure),2025-09-01
5315891012,Panniculitis of lumbar and sacral regions,2025-09-01
3494554011,Product containing diltiazem in parenteral dosage form,2025-09-01
5438567016,Sarcoma suspected (situation),2025-09-01
1784023010,Pre-eclamptic toxemia,2025-09-01
3780912017,Aerosol or vapour inhalation for sputum induction for diagnostic purposes,2025-09-01
622261017,Iliac dissection (disorder),2025-09-01
94957017,Cranial nerve injury as birth trauma,2025-09-01
2473606012,Oral azapropazone,2025-09-01
745643015,Brugia beaveri (organism),2025-09-01
476036015,Orchidectomy,2025-09-01
2881357010,Lives with wife (finding),2025-09-01
2820083010,Inhalation vapor ointment,2025-09-01
3489348011,Product containing liothyronine sodium 20 microgram/1 each oral tablet (clinical drug),2025-09-01
479929017,Entire ependyma of third ventricle,2025-09-01
3674342013,Aspirin 25 mg and dipyridamole 200 mg prolonged-release oral capsule,2025-09-01
3680369010,Product containing precisely lornoxicam 8 milligram/1 each conventional release oral tablet (clinical drug),2025-09-01
771754018,Finding related to ability to initiate spontaneous play (finding),2025-09-01
416195018,Entire geniculate ganglion,2025-09-01
3723106017,op'DDD - mitotane,2025-09-01
3784962017,Abscess of left breast with lactation,2025-09-01
4626102015,Structure of pharyngeal submucosa,2025-09-01
4030379011,Skin and/or subcutaneous tissue of upper lip,2025-09-01
92698014,Asteroid body,2025-09-01
276488016,Primary collar stabilisation of spinal fracture,2025-09-01
453794016,Flatus tube,2025-09-01
1457792014,T1: Tumor limited to subglottis (finding),2025-09-01
3042207012,Birth chest circumference (observable entity),2025-09-01
603696010,"Fumes from combustion of polyvinylchloride and similar material in conflagration, in church (finding)",2025-09-01
4650228016,Sprain of ligament of left thumb,2025-09-01
228288012,Synovial fluid: uric acid,2025-09-01
5091228016,Omeprazole 2 mg/mL oral suspension,2025-09-01
636574017,Specific weight (qualifier value),2025-09-01
3424193015,Flavobacterium urocaniciphilum,2025-09-01
3702541011,Serous detachment of left retinal pigment epithelium,2025-09-01
122343018,Peripheral neuroectodermal tumor,2025-09-01
95689016,"Intestinal nematode infection, NOS",2025-09-01
116795012,Schistocytosis,2025-09-01
422208019,Nail wound of buttock,2025-09-01
2663133016,"Dopaminergic synaptic transmission, function",2025-09-01
3719864013,Product containing diflorasone (medicinal product),2025-09-01
4952632012,Acute thrombotic axillary artery occlusion,2025-09-01
4636601017,Foreign body in skin of right great toe,2025-09-01
5373115016,Parasitic cyst of retina of right eye,2025-09-01
692541018,3-Methylglutaconic aciduria type 3 (disorder),2025-09-01
2611723013,[V]Other specified medical care unavailable (situation),2025-09-01
3714368019,Dextromethorphan- and phenylephrine-containing product,2025-09-01
3956930013,Sudden visual loss of both eyes,2025-09-01
3695760012,Product containing precisely calcium carbonate 50 milligram/1 milliliter and light kaolin 100 milligram/1 milliliter conventional release oral suspension,2025-09-01
179994018,Cryptococcus neoformans antibody,2025-09-01
2670043018,On examination - colour vision,2025-09-01
3689713012,Product containing precisely gemcitabine (as gemcitabine hydrochloride) 200 milligram/1 vial powder for conventional release solution for injection (clinical drug),2025-09-01
2461567018,Hoof structure (body structure),2025-09-01
221703010,Nil abnormal on examination,2025-09-01
5089218014,Product containing precisely glucose 100 milligram/1 milliliter conventional release solution for infusion and/or injection (clinical drug),2025-09-01
3691976016,Cefalexin 50 mg/mL oral suspension,2025-09-01
3873877011,Open fracture dislocation of distal interphalangeal joint of finger (disorder),2025-09-01
3762819012,Betamethasone (as betamethasone dipropionate) 500 nanogram/mg and calcipotriol 50 nanogram/mg cutaneous ointment,2025-09-01
272513015,Ureteroneocystostomy,2025-09-01
3637756011,"Atrioventricular septal defect, blepharophimosis, radial and anal defect syndrome",2025-09-01
5248124018,Sanguinous discharge from wound,2025-09-01
5373001015,Entire lateral region of pancreas (body structure),2025-09-01
686979017,Mitomycin adverse reaction (disorder),2025-09-01
5383016012,Mesial temporal lobe epilepsy (disorder),2025-09-01
5424699017,Strain of tendon of left upper extremity,2025-09-01
817537017,Estradiol -RETIRED-,2025-09-01
825941000124113,Oropsylla tuberculata subspecies cynomuris,2025-09-01
5455450019,Entire deep lymphatic vessel of upper limb (body structure),2025-09-01
556723015,Endoscopy of liver [dup] (procedure),2025-09-01
309689011,Other crystal arthropathies of the forearm,2025-09-01
674415018,Cold drink (substance),2025-09-01
695458017,Abdominal reflex normal (finding),2025-09-01
3646027014,Male infertility with teratozoospermia due to single gene mutation (disorder),2025-09-01
652853017,Several (qualifier value),2025-09-01
556271019,Extirpation of lesion of jejunum (procedure),2025-09-01
3464859015,Entire embryonic heart,2025-09-01
3951592010,Streptococcus pneumoniae capsular polysaccharide antigen conjugated only vaccine product,2025-09-01
751692012,Salmonella hillsborough (organism),2025-09-01
442853015,Does get in and out of bath,2025-09-01
3649387018,231-Th,2025-09-01
3331196015,Posterior cord syndrome of spinal cord at seventh thoracic level,2025-09-01
3682661010,Product containing precisely isoniazid 100 milligram and rifampicin 150 milligram/1 each conventional release oral tablet,2025-09-01
380903017,Cryoglobulin,2025-09-01
3697556010,Product containing precisely triamcinolone acetonide 40 milligram/1 milliliter conventional release suspension for injection vial,2025-09-01
654047019,Pseudomonas syringae ss syringae (organism),2025-09-01
484022015,"Acute promyelocytic leukaemia, PML/RAR-alpha",2025-09-01
492662019,"Papovavirus, NOS",2025-09-01
76877016,"Multi-plane radionuclide tomography, NOS",2025-09-01
3007357013,Universal designation 9d,2025-09-01
155288012,Malignant neoplasm of hypoglossal nerve,2025-09-01
503095012,Structure of hair of axilla,2025-09-01
526524010,Birth head circumference,2025-09-01
2943482018,Melting pot unit,2025-09-01
3324694012,Occult blood screening test kit (physical object),2025-09-01
2674032015,Electrodesiccation of lesion of skin of the head or neck,2025-09-01
778881000124118,Medication therapy compliance variable,2025-09-01
815105012,Kidney imaging with dynamic function study (procedure),2025-09-01
2750499010,Post-nasal swab &/or taken (finding),2025-09-01
434030015,Tamoxifen allergy,2025-09-01
3725708013,Congenital anteversion of left femur (disorder),2025-09-01
143356010,"Phosphoglyceride, NOS",2025-09-01
1472971010,BIO SOTA + BRON MM (product),2025-09-01
683319011,Unable to clear mouth of residue (finding),2025-09-01
2693743018,Amsacrine,2025-09-01
3973604018,Postprocedural residual arterial duct patency,2025-09-01
445995015,Lower limb contrast procedure,2025-09-01
707366013,Esophagostomy - stoma (body structure),2025-09-01
142366011,Classic pseudohypoaldosteronism,2025-09-01
742971019,Fine needle biopsy of lymph node (procedure),2025-09-01
798695011,Compensation (finding),2025-09-01
2741826015,Methanobrevibacter oralis (organism),2025-09-01
589758012,Congenital cleft nose (disorder),2025-09-01
2568693016,"[X]Other antihypertensive drugs causing adverse effects in therapeutic use, not elsewhere classified (disorder)",2025-09-01
403043010,Partial thickness burn of wrist and hand,2025-09-01
428226011,Ecological environment,2025-09-01
3311790013,International Health Terminology Standards Development Organization general dentistry diagnostic module,2025-09-01
3710965016,Naltrexone-containing product in parenteral dose form,2025-09-01
3760326012,Rhein,2025-09-01
3866464017,Entire wall of esophagus (body structure),2025-09-01
5097612013,Arthrofibrosis of joint of knee,2025-09-01
5308650016,Correction of thoracic spine using self adjusting rod and pedicle screws using fluoroscopic guidance (procedure),2025-09-01
661651000124118,Club wheat,2025-09-01
3010704018,Foetal maturity: dates not=size,2025-09-01
3308233011,Defibrotide sodium,2025-09-01
296847019,Encephalitis due to rubella virus,2025-09-01
388174012,Transaortic,2025-09-01
732007015,Deep venous thrombosis (disorder),2025-09-01
3769966013,Cilastatin (as cilastatin sodium) 500 mg and imipenem anhydrous (as imipenem) 500 mg powder for solution for injection vial,2025-09-01
5134301010,Traumatic rupture of volar plate of joint of left little finger,2025-09-01
697596019,Hematoma of brain (disorder),2025-09-01
2757157016,Pad test for incontinence (procedure),2025-09-01
397478019,Refer to health visitor,2025-09-01
392625017,Third web space,2025-09-01
515877017,Packer - glass/china,2025-09-01
751990018,Blood group antigen Hr>o< (substance),2025-09-01
2791260016,Surgically constructed vein loop,2025-09-01
5287390014,SCPx (sterol carrier protein x) deficiency,2025-09-01
4945864019,Total en bloc spondylectomy,2025-09-01
2611525015,[V]Special sense and other special function problems (situation),2025-09-01
2728366012,Treatment given (situation),2025-09-01
3334692015,Crush injury of brain without coma (disorder),2025-09-01
750926013,Boric acid (substance),2025-09-01
4970767013,Entire urethral aspect of coronal sulcus,2025-09-01
612389018,Kohlschutter's syndrome (disorder),2025-09-01
429476018,Finding of passing of operculum,2025-09-01
5257574016,Structure of posterior ramus of third cervical spinal nerve,2025-09-01
3730651013,Clavulanic acid only product,2025-09-01
661281000124112,Worcestershire sauce (substance),2025-09-01
209735016,Dolichyl-phosphate-mannose phosphodiesterase,2025-09-01
777769013,Syngamus laryngeus,2025-09-01
819925016,Cercospora (organism),2025-09-01
414876013,Amplitude of deceleration (fetal heart rate),2025-09-01
814177011,Uroporphyrinogen-I-synthase measurement (procedure),2025-09-01
390314012,Eleven,2025-09-01
319571014,"Acute meniscal tear, lateral, horizontal cleavage",2025-09-01
1468495014,Stepbrother,2025-09-01
4650347015,Structure of skeletal muscle of urogenital region of perineum (body structure),2025-09-01
5360358011,Chlamydia trachomatis serotype E Ab,2025-09-01
829393012,Entire interosseous cubital bursa (body structure),2025-09-01
570020016,Chronic gonorrhea of upper genitourinary tract [dup] (disorder),2025-09-01
1494103018,Urtica dioica specific IgE antibody measurement,2025-09-01
140282015,"Bunting, NOS",2025-09-01
2789286013,Bexarotene 10mg/g topical gel (product),2025-09-01
84152012,Framycetin,2025-09-01
3311634011,Wessex Revised Portage Language Checklist score (observable entity),2025-09-01
3700364018,Drusen of bilateral maculae,2025-09-01
610172011,[X]Failure of sterile precautions during endoscopic examination (finding),2025-09-01
2148428011,Salmonella IIIb 50:(k):z (organism),2025-09-01
768065010,Retired procedure,2025-09-01
2535916016,Adminstration of substance,2025-09-01
1464972017,FH: Dyslexia (context-dependent category),2025-09-01
5182731015,Citrus X aurantiifolia (substance),2025-09-01
2789534015,Genus Thiorhodococcus (organism),2025-09-01
225610015,Serum iron tests NOS,2025-09-01
76863019,True vocal cord,2025-09-01
755374015,Bovine virus diarrhea vaccine - leptospira pomona bacterin (substance),2025-09-01
5250061015,Acyclovir- and hydrocortisone-containing product in cutaneous dose form,2025-09-01
94582014,Core needle biopsy of salivary gland,2025-09-01
596030012,Traumatic amputation of ear (disorder),2025-09-01
448127018,Seen by partner of GP,2025-09-01
790945011,Saturnine tremor (finding),2025-09-01
16100017,Squamous odontogenic tumor,2025-09-01
3313513017,Magnetic resonance imaging of brain and cervical spinal cord without contrast,2025-09-01
502955019,Structure of procerus muscle,2025-09-01
2671484018,"Active tubular reabsorption, function",2025-09-01
1784454017,"Salmonella 1,4,12;a;l,w",2025-09-01
472643011,Iodine-123 labelling kits,2025-09-01
3655234015,Flexor aspect of left wrist,2025-09-01
2471217013,Intravenous fat emulsion 20% solution,2025-09-01
3685543018,Product containing selenium-75 in parenteral dosage form (medicinal product form),2025-09-01
2725959015,Infantile eczema (disorder),2025-09-01
1662961000124116,Provision of essential household goods to support housing transition,2025-09-01
730842012,Neoplasm of lesser curvature of stomach (disorder),2025-09-01
542760014,History of abuse,2025-09-01
3463373012,Entire flexor pollicis longus muscle and tendon,2025-09-01
639034017,Prosthetic valve sound muffled (finding),2025-09-01
4551679010,Poisoning caused by acetylcholine receptor antagonist,2025-09-01
5261136013,Foreign body granuloma of soft tissue of both feet,2025-09-01
2152257010,Lifestyle advice regarding exercise (regime/therapy),2025-09-01
323939018,Other neck injuries,2025-09-01
35282016,McKittrick-Wheelock syndrome,2025-09-01
3319183013,Anti-Lactobacillus IgG,2025-09-01
436706013,Cannabis overdose of undetermined intent,2025-09-01
40086010,Fluoroacetic acid,2025-09-01
2972952019,"Myoma, no International Classification of Diseases for Oncology subtype",2025-09-01
3719020016,Product containing rocuronium in parenteral dose form (medicinal product form),2025-09-01
5307476014,Entire neuroretinal rim of optic disc,2025-09-01
133872014,Setaria species poisoning,2025-09-01
2622157010,Irregular bone,2025-09-01
60684019,"Floor of mouth, NOS",2025-09-01
283331016,Quadriceps exercises,2025-09-01
421424019,Unable to bend,2025-09-01
617514014,Blackcurrant flavor (substance),2025-09-01
817033013,Phosphoribosylaminoimidazolecarboxamide formyltransferase (substance),2025-09-01
808205010,Trichostrongylus hamatus (organism),2025-09-01
5415042018,Agammaglobulinaemia due to TOP2B mutation,2025-09-01
54649014,Contagious ovine ophthalmitis,2025-09-01
601428018,"Fall from animal being ridden, occupant of tram injured (finding)",2025-09-01
2708507010,Imaging of brain using ioflupane (procedure),2025-09-01
2724999013,Excision splanchnic sympathetic nerve (& Peet) (procedure),2025-09-01
459945016,Born in Georgia,2025-09-01
1463682010,Egg yolk RAST test,2025-09-01
2754761010,O/E - hands - vascular changes (finding),2025-09-01
454296012,Lung and mediastinal structures,2025-09-01
101392016,Chronic rheumatic heart disease with myocarditis,2025-09-01
834625014,Infection by Strongylus edentatus (disorder),2025-09-01
287501010,Dermatophytosis of foot,2025-09-01
2609416015,Centers for Disease Control and Prevention (CDC) Corynebacterium group F-1 (organism),2025-09-01
3291168011,Pneumonia caused by Staphylococcus aureus (disorder),2025-09-01
89191017,Fructose-6-phosphate,2025-09-01
435397016,Minoxidil allergy,2025-09-01
817347015,Arthroderma cajetani (organism),2025-09-01
633665019,Level of T5/T6 intervertebral disc (body structure),2025-09-01
3522747016,Product containing mebendazole (medicinal product),2025-09-01
2712696015,Retired procedure (procedure),2025-09-01
2562552013,"Pedal cycle accident involving collision between pedal cycle and pedestrian, occupant of tram injured (event)",2025-09-01
3778766011,Depressive disorder caused by methamphetamine (disorder),2025-09-01
3771172012,Product containing only palifermin in parenteral dose form (medicinal product form),2025-09-01
814784012,Cryotherapy of skin lesion with liquid nitrogen (procedure),2025-09-01
3751935018,Product containing precisely diclofenac sodium 25 milligram/1 milliliter conventional release solution for injection (clinical drug),2025-09-01
2708474016,"Human oocyte donor, age 35 and older (person)",2025-09-01
3498019015,Merbromin in topical dosage form,2025-09-01
4541585015,Flat forehead,2025-09-01
623431000124118,"Benign famlial neonatal seizures, non-intractable",2025-09-01
505595019,"Procedure on spine, NOS",2025-09-01
270621012,Excision of transplanted pancreas,2025-09-01
2943544012,Denture clasp mould,2025-09-01
54339015,Removal of foreign body from forefoot,2025-09-01
291163012,Neoplasm of uncertain behaviour of aortic body,2025-09-01
304313010,Recurrent urinary tract infection,2025-09-01
2547695017,O/E-patellar clonus-unsustained,2025-09-01
3675616013,Cyst of duodenum,2025-09-01
631887015,Accident due to contact with hot or corrosive substance (finding),2025-09-01
480435011,Entire peritoneal sac,2025-09-01
368815010,Microcystoid epithelial degeneration of cornea,2025-09-01
534166010,STRONGID PASTE (substance),2025-09-01
548344017,Plasma proteins borderline (finding),2025-09-01
5048858014,I:4,2025-09-01
354457017,Type IV renal tubular acidosis,2025-09-01
2529599018,Family Apiosporaceae (organism),2025-09-01
376941014,Repair of defect of atrial septum,2025-09-01
345280012,Symptomatic West syndrome,2025-09-01
629865015,Bejel (disorder),2025-09-01
3741523019,Miconazole only product in parenteral dose form,2025-09-01
198420010,Retired procedure,2025-09-01
629357013,Acquired deformity of joint of lower limb (disorder),2025-09-01
4042556015,Congenital synostosis of proximal phalanx of great toe with first metatarsal bone,2025-09-01
32901011,Bacterial colony density,2025-09-01
204604018,Deficiency of adenine aminase,2025-09-01
1218323011,Retrosternal goiter,2025-09-01
220299013,H/O: chloramphenicol allergy,2025-09-01
2721320014,Patient review of medical records (procedure),2025-09-01
3332215011,Wieacker Wolff syndrome,2025-09-01
101274014,"Toxic effect of chlorinated hydrocarbon pesticide, NOS",2025-09-01
2936079010,Visceral retainer,2025-09-01
3460445010,Entire bone tissue of fourth sacral vertebra,2025-09-01
710351000124110,Mastodynia of bilateral breasts (finding),2025-09-01
731113013,Naja naja sputatrix (organism),2025-09-01
474194019,Replacement of caliper tongs of skull,2025-09-01
5363401012,Percutaneous transluminal angioplasty of vein with insertion of stent using fluoroscopic guidance with contrast (procedure),2025-09-01
2756139013,Specimen from mediastinum obtained by biopsy (specimen),2025-09-01
133875011,"Fracture, open, articular",2025-09-01
699418012,Impression AND/OR interpretation of study (property) (qualifier value),2025-09-01
3565752015,Product containing only chlordiazepoxide hydrochloride 5 mg/1 each oral capsule,2025-09-01
494708014,Van Hoorn manoeuvre,2025-09-01
806368019,Hypertrophic gastritis of Basenji dogs (disorder),2025-09-01
3045518015,Gout of vertebra caused by drug,2025-09-01
35890013,Operation on abdominal region,2025-09-01
500274011,Haemoglobin Fort Worth,2025-09-01
594760014,Closed spinal dislocation with posterior thoracic cord lesion (disorder),2025-09-01
3665817018,Corticorelin ovine triflutate product,2025-09-01
613351015,Lager (substance),2025-09-01
337529013,Details of informal carer,2025-09-01
643883010,Early secondary malformation of the central nervous system (disorder),2025-09-01
734774018,Dodecanoyl-[acyl-carrier protein] hydrolase (substance),2025-09-01
214590017,Salmonella 17:z36:-,2025-09-01
643062017,Cardiac thallium 201 study (procedure),2025-09-01
176910010,MINC,2025-09-01
3648755010,Lead-211 (substance),2025-09-01
631124014,Toxic effect from snake or lizard venom (disorder),2025-09-01
445504017,Vascular structure of liver,2025-09-01
3748309010,Allergy to biguanide disinfectant (finding),2025-09-01
3634309017,Bone structure of shaft of right humerus,2025-09-01
4603875016,"X-linked external auditory canal atresia, dilated internal auditory canal, facial dysmorphism syndrome",2025-09-01
4633671011,Structure of amacrine cell of retina (body structure),2025-09-01
102635012,Injection of phenol into nerve,2025-09-01
2562525015,"Noncollision motor vehicle traffic accident involving being accidentally pushed from motor vehicle while in motion, passenger on motor cycle injured (event)",2025-09-01
3499148017,Injury of quadriceps tendon (disorder),2025-09-01
2149161019,Creation of upper limb arteriovenous fistula (procedure),2025-09-01
5385376011,Percutaneous transluminal angioplasty of femoral artery with stent using fluoroscopic guidance with contrast (procedure),2025-09-01
2899470017,Manipulation of enterostomy stoma,2025-09-01
675899011,SI Unit of enzyme catalysis (qualifier value),2025-09-01
196144013,Retired procedure,2025-09-01
40196016,Excision of lingual frenum,2025-09-01
664127014,Extension contracture of muscle (disorder),2025-09-01
5233527018,Open fracture of metaphysis of distal radius,2025-09-01
1209912016,Acetaminophen+butalbital+caffeine 500mg/50mg/40mg tablet,2025-09-01
3295524012,Adverse reaction caused by liver preparations and other antianemic agents,2025-09-01
2986918010,History of schizophrenia (situation),2025-09-01
124349018,"Frontal bone, NOS",2025-09-01
296215016,[X]Recurrent brief depressive episodes,2025-09-01
3045705013,Immunoglobulin M antibody to Chlamydia trachomatis B,2025-09-01
2709985017,"Other specified bullous dermatosis, NEC (disorder)",2025-09-01
4213335016,Late syphilis of lung,2025-09-01
1766137011,Accelerating gait (finding),2025-09-01
756305010,Nitrosamine (substance),2025-09-01
2982092014,Human leukocyte antigen Dw15 (substance),2025-09-01
3325151013,Injury of brachial plexus trunk (disorder),2025-09-01
4698023010,Drotaverine and mefenamic acid only product in oral dose form,2025-09-01
1490649017,Lamellar corneal graft,2025-09-01
4577600016,Strongyloidiasis with AIDS (acquired immunodeficiency syndrome),2025-09-01
139456015,Neoplasm of blood vessel of hand,2025-09-01
659661011,Gets drowsiness (finding),2025-09-01
2794106015,Injection for lumbar discography,2025-09-01
546396013,Echinococcus extract skin test (procedure),2025-09-01
5447299010,Unassisted birth (finding),2025-09-01
3670169013,Nonoxinol 9,2025-09-01
116247016,Mevaldate reductase,2025-09-01
586968014,Unspecified polyarthropathy of other specified site (disorder),2025-09-01
275460018,Open instillation of sclerosing substance into peritoneal cavity,2025-09-01
3023043012,Pharyngeal diphtheria (disorder),2025-09-01
3472589015,Product containing zaleplon 5 mg/1 each oral capsule,2025-09-01
3568786011,Product containing only perphenazine 8 mg/1 each oral tablet (clinical drug),2025-09-01
4170034011,Osteolytic lesion of middle phalanx of little finger,2025-09-01
2164084016,Irrigation solution,2025-09-01
2696861000000115,Difficulty assisting with meal preparation,2025-09-01
305839010,Systemic collateral artery to lung (morphologic abnormality),2025-09-01
4030122012,Antifungal prophylaxis,2025-09-01
5460882014,Infection of skin caused by Cytomegalovirus,2025-09-01
4637436015,Feigned dermatitis,2025-09-01
260988016,Ascitic fluid purulent,2025-09-01
314807016,Other overgrowth of upper limb,2025-09-01
2766050011,Halorubrum trapanicum,2025-09-01
2769847013,Desulfovibrio vulgaris,2025-09-01
2842007014,Glioblastoma - category,2025-09-01
641201011,Pulmonary artery pressure (observable entity),2025-09-01
650430019,Sperms/mL (qualifier value),2025-09-01
642847012,Bombesin stimulation test (procedure),2025-09-01
294883014,"Unspecified bipolar affective disorder, moderate",2025-09-01
3465221011,Cell positive for CD3 antigen and CD8 antigen,2025-09-01
237112015,Patient card: [FP7B/FP8B from FPC] or [GP7B/GP8B from HB] or [record to follow: [male [FP7B] or [GP7B]] or [female: [FP8B] or [GP8B]],2025-09-01
365638011,Attic of mastoid,2025-09-01
781555011,Trichiasis without entropion (disorder),2025-09-01
2613765012,Pancreas graft - material (substance),2025-09-01
2691511014,Pediatric dentistry (qualifier value),2025-09-01
2719657010,Retired procedure (procedure),2025-09-01
521538019,Initial patient assessment,2025-09-01
3655347011,Structure of tendon of extensor pollicis brevis (body structure),2025-09-01
3710853016,Product containing metronidazole in vaginal dose form (medicinal product form),2025-09-01
4028722011,Aneurysmal bone cyst of left hand,2025-09-01
5463562018,Schlemm's canal aqueous humour drainage implant,2025-09-01
5423149010,Transplantation of tissue to nasopharynx,2025-09-01
530468014,Dilatation - GIT,2025-09-01
667770014,3-Hydroxypropionate (substance),2025-09-01
788379016,Specimen collection by drainage (procedure),2025-09-01
42119016,Erodium species poisoning,2025-09-01
474417018,Metastases,2025-09-01
1221339011,PLT - Platelets,2025-09-01
428352015,Ability to take turns in conversation,2025-09-01
1785960016,Colpocele,2025-09-01
654054013,Ricketts bracket (physical object),2025-09-01
745703019,"Primary suture of ruptured ligaments of ankle, both collateral ligaments (procedure)",2025-09-01
1227330019,Lymphadenopathy - swelling,2025-09-01
219903016,Country of birth (American),2025-09-01
2773762012,Leptotrichia wadei,2025-09-01
797134010,Keloid (morphologic abnormality),2025-09-01
2162720019,Salmonella III arizonae 48:i:z53,2025-09-01
2774156018,Parenteral form phenobarbitone,2025-09-01
122911010,Free-standing emergency care center,2025-09-01
746847010,Acetabular branch of medial circumflex femoral artery (body structure),2025-09-01
501712011,Enteritis due to adenovirus,2025-09-01
362665011,Accidental ingestion of toxic fungal species,2025-09-01
254799018,O/E - viable fetus,2025-09-01
478239012,Entire nephron,2025-09-01
657873019,Bypass of bifurcation of aorta by anastomosis of aorta to femoral artery NEC (procedure),2025-09-01
5396019,Plasmablast,2025-09-01
334381018,"[X]Accidental poisoning by and exposure to antiparkinson drugs, occurrence at industrial and construction area",2025-09-01
791151011,Leukotriene E (substance),2025-09-01
672759013,Male urethral crest (body structure),2025-09-01
788396015,Ornithodoros turicata (organism),2025-09-01
756472013,Infection by Cryptosporidium crotalis (disorder),2025-09-01
2883981015,Endoscopic sphenoidotomy,2025-09-01
3699471019,Product containing precisely atropine sulfate 25 microgram and diphenoxylate hydrochloride 2.5 milligram/1 each conventional release oral tablet,2025-09-01
749131014,Isospora rivolta (organism),2025-09-01
4662318015,Communication problem document section,2025-09-01
5159702014,Monoclonal MCAD (mast cell activation disorder),2025-09-01
1469924016,Imidapril (substance),2025-09-01
647451000124116,Pantothenic acid supplement therapy (regime/therapy),2025-09-01
3783797018,Open wound of right great toe (disorder),2025-09-01
3291111014,Pulmonary disease caused by Mycobacteria (disorder),2025-09-01
3334791016,Recurrent ulcer of mouth (disorder),2025-09-01
508182018,Flexor tendon of index finger,2025-09-01
636375017,Digit used (attribute),2025-09-01
5296270010,Typical absence status epilepticus (finding),2025-09-01
733335016,Procedure on renal pelvis (procedure),2025-09-01
1481541017,Potassium citrate,2025-09-01
3647310016,Radionuclide imaging using radioisotope labelled somatostatin analogue,2025-09-01
509827018,Isthmus of osseous portion of auditory canal,2025-09-01
103489014,Polysaccharide depolymerase,2025-09-01
3006806013,Streptococcus sanguinis or Streptococcus gordonii (finding),2025-09-01
2819273013,"Accident caused by hot liquid and vapour, including steam",2025-09-01
775000017,Open reduction of open coccygeal fracture (procedure),2025-09-01
723171000124118,Acute partial retinal detachment of right eye,2025-09-01
308501000181114,Caballeronia turbans (organism),2025-09-01
424591017,Full mouth periapical radiographs,2025-09-01
503429017,Asocial behaviour,2025-09-01
516670011,(Medical problems at work) or (excess sick leave),2025-09-01
589105014,Lumbar spina bifida with hydrocephalus - open (disorder),2025-09-01
3678175017,Product containing precisely dicycloverine hydrochloride 10 milligram/1 each conventional release oral tablet (clinical drug),2025-09-01
