code,description,last_updated
42002004fu,"nctional deficiencies identified, care plan not required",2025-09-01
43001003Do,cumentation of a positive functional outcome assessment using a standardized  Cu,2025-09-01
43002004to,"ol; care plan not documented within two days of assessment, reason not given",2025-09-01
44001003I,intend to report the coronary artery bypass graft (cabg) measures group       Ca,2025-09-01
45001003I,intend to report the hepatitis c measures group                               He,2025-09-01
47001003I,intend to report the ischemic vascular disease (ivd) measures group           Iv,2025-09-01
48001003I,intend to report the heart failure (hf) measures group                        Hf,2025-09-01
49001003Al,l quality actions for the applicable measures in the hepatitis c measures     He,2025-09-01
49002004gr,oup have been performed for this patient,2025-09-01
51001003Al,l quality actions for the applicable measures in the heart failure (hf)       Hf,2025-09-01
51002004me,asures group have been performed for this patient,2025-09-01
52001003Al,l quality actions for the applicable measures in the ischemic vascular        Iv,2025-09-01
52002004di,sease (ivd) measures group have been performed for this patient,2025-09-01
59001003Pa,tient referred to a physician (preferably a physician with training in        Pt,2025-09-01
59002004di,sorders of the ear) for an otologic evaluation,2025-09-01
60001003Pa,tient has a history of active drainage from the ear within the previous 90    Pt,2025-09-01
60002004da,ys,2025-09-01
61001003Pa,tient is not eligible for the referral for otologic evaluation for patients   Pt,2025-09-01
61002004wi,th a history of active drainage measure,2025-09-01
62001003Pa,tient does not have a history of active drainage from the ear within the      Pt,2025-09-01
62002004pr,evious 90 days,2025-09-01
63001003Pa,tient not referred to a physician (preferably a physician with training in    Pt,2025-09-01
63002004di,"sorders of the ear) for an otologic evaluation, reason not given",2025-09-01
64001003Pa,tient was referred to a physician (preferably a physician with training in    Pt,2025-09-01
64002004di,"sorders of the ear) for an otologic evaluation, reason not specified)",2025-09-01
65001003Ve,rification and documentation of sudden or rapidly progressive hearing loss    Ve,2025-09-01
66001003Pa,"tient is not eligible for the ""referral for otologic evaluation for sudden or Pt",2025-09-01
66002004ra,"pidly progressive hearing loss"" measure",2025-09-01
67001003Pa,tient does not have verification and documentation of sudden or rapidly       Pt,2025-09-01
67002004pr,ogressive hearing loss,2025-09-01
68001003Pa,tient was not referred to a physician (preferably a physician with training   Pt,2025-09-01
68002004in,"disorders of the ear) for an otologic evaluation, reason not given",2025-09-01
69001003Pr,olonged postoperative intubation (> 24 hrs) required                          Pr,2025-09-01
70001003Pr,olonged postoperative intubation (> 24 hrs) not required                      No,2025-09-01
71001003De,velopment of deep sternal wound infection/mediastinitis within 30 days        St,2025-09-01
71002004po,stoperatively,2025-09-01
72001003No,deep sternal wound infection/mediastinitis                                   No,2025-09-01
73001003St,roke following isolated cabg surgery                                          St,2025-09-01
74001003No,stroke following isolated cabg surgery                                       No,2025-09-01
75001003De,veloped postoperative renal failure or required dialysis                      Po,2025-09-01
76001003No,postoperative renal failure/dialysis not required                            No,2025-09-01
77001003Re,"-exploration required due to mediastinal bleeding with or without tamponade,  Re",2025-09-01
77002004un,"planned coronary artery intervention (native, vessel, graft, or both), valve",2025-09-01
77003004dy,"sfunction, aortic reintervention, or other cardiac reason",2025-09-01
78001003Re,-exploration not required due to mediastinal bleeding with or without         No,2025-09-01
78002004ta,"mponade, unplanned coronary artery intervention (native, vessel, graft, or",2025-09-01
78003004bo,"th), valve dysfunction, aortic reintervention, or other cardiac reason",2025-09-01
79001003An,tiplatelet medication at discharge                                            An,2025-09-01
80001003An,tiplatelet medication contraindicated                                         An,2025-09-01
81001003No,antiplatelet medication at discharge                                         No,2025-09-01
82001003Be,ta-blocker at discharge                                                       Bb,2025-09-01
83001003Be,ta-blocker contraindicated                                                    Bb,2025-09-01
84001003No,beta-blocker at discharge                                                    No,2025-09-01
85001003An,ti-lipid treatment at discharge                                               An,2025-09-01
86001003An,ti-lipid treatment contraindicated                                            An,2025-09-01
87001003No,anti-lipid treatment at discharge                                            No,2025-09-01
93001003Li,"pid profile results documented and reviewed (must include total cholesterol,  Li",2025-09-01
93002004hd,"l-c, triglycerides and calculated ldl-c)",2025-09-01
94001003Li,"pid profile not performed, reason not given                                   No",2025-09-01
95001003Mo,st recent ldl-c < 100 mg/dl                                                   Ld,2025-09-01
97001003Mo,st recent ldl-c >= 100 mg/dl                                                  Ld,2025-09-01
98001003As,pirin or another antiplatelet therapy used                                    As,2025-09-01
99001003As,"pirin or another antiplatelet therapy not used, reason not given              No",2025-09-01
00001003Iv,thrombolytic therapy initiated within 4.5 hours (<= 270 minutes) of time     Tp,2025-09-01
00002004la,st known well,2025-09-01
01001003Iv,thrombolytic therapy not initiated within 4.5 hours (<= 270 minutes) of time No,2025-09-01
01002004la,st known well for reasons documented by clinician (e.g. patient enrolled in,2025-09-01
01003004cl,"inical trial for stroke, patient admitted for elective carotid intervention)",2025-09-01
02001003Iv,thrombolytic therapy not initiated within 4.5 hours (<= 270 minutes) of time No,2025-09-01
02002004la,"st known well, reason not given",2025-09-01
27001003Su,rgical procedure performed within 30 days following cataract surgery for      Su,2025-09-01
27002004ma,"jor complications (e.g., retained nuclear fragments, endophthalmitis,",2025-09-01
27003004di,"slocated or wrong power iol, retinal detachment, or wound dehiscence)",2025-09-01
28001003Su,rgical procedure not performed within 30 days following cataract surgery for  No,2025-09-01
28002004ma,"jor complications (e.g., retained nuclear fragments, endophthalmitis,",2025-09-01
28003004di,"slocated or wrong power iol, retinal detachment, or wound dehiscence)",2025-09-01
29001003Do,cumentation of order for prophylactic parenteral antibiotic to be given       Do,2025-09-01
29002004wi,"thin one hour (if fluoroquinolone or vancomycin, two hours) prior to surgical",2025-09-01
29003004in,cision (or start of procedure when no incision is required),2025-09-01
30001003Do,cumentation that administration of prophylactic parenteral antibiotics was    Do,2025-09-01
30002004in,"itiated within one hour (if fluoroquinolone or vancomycin, two hours) prior",2025-09-01
30003004to,"surgical incision (or start of procedure when no incision is required), as",2025-09-01
30004004or,dered,2025-09-01
31001003Cl,inician documented that patient was not an eligible candidate for ordering    Pt,2025-09-01
31002004pr,ophylactic parenteral antibiotics to be given within one hour (if,2025-09-01
31003004fl,"uoroquinolone or vancomycin, two hours) prior to surgical incision (or start",2025-09-01
31004004of,procedure when no incision is required),2025-09-01
32001003Pr,ophylactic parenteral antibiotics were not ordered to be given or given       Do,2025-09-01
32002004wi,"thin one hour (if fluoroquinolone or vancomycin, two hours) prior to the",2025-09-01
32003004su,"rgical incision (or start of procedure when no incision is required), reason",2025-09-01
32004004no,t given,2025-09-01
33001003Ph,armacologic therapy (other than minerals/vitamins) for osteoporosis prescribedPh,2025-09-01
34001003Cl,inician documented patient not an eligible candidate to receive pharmacologic Pt,2025-09-01
34002004th,erapy for osteoporosis,2025-09-01
35001003Ph,"armacologic therapy for osteoporosis was not prescribed, reason not given     No",2025-09-01
45001003I,intend to report the asthma measures group                                    As,2025-09-01
46001003Al,l quality actions for the applicable measures in the asthma measures group    As,2025-09-01
46002004ha,ve been performed for this patient,2025-09-01
47001003Re,sidual score for the knee impairment successfully calculated and the score    Ra,2025-09-01
47002004wa,s equal to zero (0) or greater than zero (> 0),2025-09-01
48001003Re,sidual score for the knee impairment successfully calculated and the score    Ra,2025-09-01
48002004wa,s less than zero (< 0),2025-09-01
49001003Ri,sk-adjusted functional status change residual score for the knee impairment   Ra,2025-09-01
49002004no,t measured because the patient did not complete the fs status survey near,2025-09-01
49003004di,"scharge, patient not appropriate",2025-09-01
50001003Re,sidual score for the knee impairment not measured because the patient did not Ra,2025-09-01
50002004co,"mplete the lepf prom at initial evaluation and/or near discharge, reason not",2025-09-01
50003004gi,ven,2025-09-01
51001003Re,sidual score for the hip impairment successfully calculated and the score was Ra,2025-09-01
51002004eq,ual to zero (0) or greater than zero (> 0),2025-09-01
52001003Re,sidual score for the hip impairment successfully calculated and the score was Ra,2025-09-01
52002004le,ss than zero (< 0),2025-09-01
53001003Ri,sk-adjusted functional status change residual scores for the hip impairment   Ra,2025-09-01
53002004no,t measured because the patient did not complete the fs status survey near,2025-09-01
53003004di,"scharge, patient not appropriate",2025-09-01
54001003Re,sidual score for the hip impairment not measured because the patient did not  Ra,2025-09-01
54002004co,"mplete the lepf prom at initial evaluation and/or near discharge, reason not",2025-09-01
54003004gi,ven,2025-09-01
55001003Re,"sidual score for the lower leg, foot or ankle impairment successfully         Ra",2025-09-01
55002004ca,lculated and the score was equal to zero (0) or greater than zero ( > 0),2025-09-01
56001003Re,"sidual score for the lower leg, foot or ankle impairment successfully         Ra",2025-09-01
56002004ca,lculated and the score was less than zero (< 0),2025-09-01
57001003Ri,"sk-adjusted functional status change residual score for the lower leg, foot   Ra",2025-09-01
57002004or,ankle impairment not measured because the patient did not complete the fs,2025-09-01
57003004st,"atus survey near discharge, patient not appropriate",2025-09-01
58001003Re,"sidual score for the lower leg, foot or ankle impairment not measured because Ra",2025-09-01
58002004th,e patient did not complete the lepf prom at initial evaluation and/or near,2025-09-01
58003004di,"scharge, reason not given",2025-09-01
59001003Re,sidual score for the low back impairment successfully calculated and the      Ra,2025-09-01
59002004sc,ore was equal to zero (0) or greater than zero (> 0),2025-09-01
60001003Re,sidual score for the low back impairment successfully calculated and the      Ra,2025-09-01
60002004sc,ore was less than zero (< 0),2025-09-01
61001003Ri,sk-adjusted functional status change residual score for the low back          Ra,2025-09-01
61002004im,pairment not measured because the patient did not complete the fs status,2025-09-01
61003004su,"rvey near discharge, patient not appropriate",2025-09-01
62001003Re,sidual score for the low back impairment not measured because the patient did Ra,2025-09-01
62002004no,"t complete the low back fs prom at initial evaluation and/or near discharge,",2025-09-01
62003004re,ason not given,2025-09-01
63001003Re,sidual score for the shoulder impairment successfully calculated and the      Ra,2025-09-01
63002004sc,ore was equal to zero (0) or greater than zero (> 0),2025-09-01
64001003Re,sidual score for the shoulder impairment successfully calculated and the      Ra,2025-09-01
64002004sc,ore was less than zero (< 0),2025-09-01
65001003Ri,sk-adjusted functional status change residual score for the shoulder          Ra,2025-09-01
65002004im,pairment not measured because the patient did not complete the fs status,2025-09-01
65003004su,"rvey near discharge, patient not appropriate",2025-09-01
66001003Re,sidual score for the shoulder impairment not measured because the patient did Ra,2025-09-01
66002004no,"t complete the shoulder fs prom at initial evaluation and/or near discharge,",2025-09-01
66003004re,ason not given,2025-09-01
67001003Re,"sidual score for the elbow, wrist or hand impairment successfully calculated  Ra",2025-09-01
67002004an,d the score was equal to zero (0) or greater than zero (> 0),2025-09-01
68001003Re,"sidual score for the elbow, wrist or hand impairment successfully calculated  Ra",2025-09-01
68002004an,d the score was less than zero (< 0),2025-09-01
69001003Ri,"sk-adjusted functional status change residual score for the elbow, wrist or   Ra",2025-09-01
69002004ha,nd impairment not measured because the patient did not complete the fs status,2025-09-01
69003004su,"rvey near discharge, patient not appropriate",2025-09-01
70001003Re,"sidual score for the elbow, wrist or hand impairment not measured because the Ra",2025-09-01
70002004pa,tient did not complete the elbow/wrist/hand fs prom at initial evaluation,2025-09-01
70003004an,"d/or near discharge, reason not given",2025-09-01
71001003Ri,"sk-adjusted functional status change residual score for the neck, cranium,    Ra",2025-09-01
71002004ma,"ndible, thoracic spine, ribs or other general orthopedic impairment",2025-09-01
71003004su,ccessfully calculated and the score was equal to zero (0) or greater than,2025-09-01
71004004ze,ro (> 0),2025-09-01
72001003Ri,"sk-adjusted functional status change residual score for the neck, cranium,    Ra",2025-09-01
72002004ma,"ndible, thoracic spine, ribs or other general orthopedic impairment",2025-09-01
72003004su,ccessfully calculated and the score was less than zero (< 0),2025-09-01
73001003Ri,"sk-adjusted functional status change residual score for the neck, cranium,    Ra",2025-09-01
73002004ma,"ndible, thoracic spine, ribs or other general orthopedic impairment not",2025-09-01
73003004me,asured because the patient did not complete the fs status survey near,2025-09-01
73004004di,"scharge, patient not appropriate",2025-09-01
74001003Ri,"sk-adjusted functional status change residual score for the neck, cranium,    Ra",2025-09-01
74002004ma,"ndible, thoracic spine, ribs or other general orthopedic impairment not",2025-09-01
74003004me,asured because the patient did not complete the general orthopedic fs prom at,2025-09-01
74004004in,"itial evaluation and/or near discharge, reason not given",2025-09-01
82001003Lv,f testing documented as being performed prior to discharge or in the previous Lv,2025-09-01
8200200412,months,2025-09-01
83001003Lv,f testing not performed prior to discharge or in the previous 12 months for a Pt,2025-09-01
83002004me,dical or patient documented reason,2025-09-01
85001003Lv,f testing not documented as being performed prior to discharge or in the      Lv,2025-09-01
85002004pr,"evious 12 months, reason not given",2025-09-01
94001003Cu,rrent or prior left ventricular ejection fraction (lvef) < = 40% or           Lv,2025-09-01
94002004do,cumentation of moderate or severe lvsd,2025-09-01
96001003An,tithrombotic therapy prescribed at discharge                                  An,2025-09-01
97001003An,"tithrombotic therapy not prescribed for documented reasons (e.g., patient had An",2025-09-01
97002004st,"roke during hospital stay, patient expired during inpatient stay, other",2025-09-01
97003004me,"dical reason(s)); (e.g., patient left against medical advice, other patient",2025-09-01
97004004re,ason(s)),2025-09-01
98001003An,"tithrombotic therapy was not prescribed at discharge, reason not given        An",2025-09-01
99001003Re,"habilitation services (occupational, physical or speech) ordered at or prior  Re",2025-09-01
99002004to,discharge,2025-09-01
00001003Re,"habilitation services (occupational, physical or speech) not indicated at or  Re",2025-09-01
00002004pr,ior to discharge,2025-09-01
01001003Re,"habilitation services were not ordered, reason not otherwise specified        Re",2025-09-01
02001003Do,cumentation that prophylactic antibiotics were given within 4 hours prior to  An,2025-09-01
02002004su,rgical incision or intraoperatively,2025-09-01
03001003Do,cumentation that prophylactic antibiotics were neither given within 4 hours   An,2025-09-01
03002004pr,ior to surgical incision nor intraoperatively,2025-09-01
0400100312,-lead electrocardiogram (ecg) performed                                       Ec,2025-09-01
05001003Do,cumentation of medical reason(s) for not performing a 12-lead                 Me,2025-09-01
05002004el,ectrocardiogram (ecg),2025-09-01
06001003Do,cumentation of patient reason(s) for not performing a 12-lead                 Pt,2025-09-01
06002004el,ectrocardiogram (ecg),2025-09-01
0700100312,"-lead electrocardiogram (ecg) not performed, reason not given                 Ec",2025-09-01
08001003Pa,tient not prescribed antibiotic                                               An,2025-09-01
09001003Ur,i episodes when the patient had competing diagnoses on or three days after    Ur,2025-09-01
09002004th,"e episode date (e.g., intestinal infection, pertussis, bacterial infection,",2025-09-01
09003004ly,"me disease, otitis media, acute sinusitis, acute pharyngitis, acute",2025-09-01
09004004to,"nsillitis, chronic sinusitis, infection of the",2025-09-01
09005004ph,"arynx/larynx/tonsils/adenoids, prostatitis, cellulitis, mastoiditis, or bone",2025-09-01
09006004in,"fections, acute lymphadenitis, impetigo, skin staph infections,",2025-09-01
09007004pn,"eumonia/gonococcal infections, venereal disease (syphilis, chlamydia,",2025-09-01
09008004in,"flammatory diseases [female reproductive organs]), infections of the kidney,",2025-09-01
09009004cy,"stitis or uti, and acne)",2025-09-01
10001003Pa,tient prescribed antibiotic                                                   Pt,2025-09-01
11001003Pr,escribed antibiotic on or within 3 days after the episode date                Pr,2025-09-01
12001003An,tibiotic not prescribed or dispensed                                          No,2025-09-01
13001003Sp,kt/v greater than or equal to 1.2 (single-pool clearance of urea [kt] /       Sp,2025-09-01
13002004vo,lume [v]),2025-09-01
14001003He,modialysis treatment performed exactly three times per week for > 90 days     He,2025-09-01
17001003Sp,"kt/v less than 1.2 (single-pool clearance of urea [kt] / volume [v]), reason  Le",2025-09-01
17002004no,t given,2025-09-01
18001003To,tal kt/v greater than or equal to 1.7 per week (total clearance of urea [kt]  Gr,2025-09-01
18002004/,volume [v]),2025-09-01
20001003To,tal kt/v less than 1.7 per week (total clearance of urea [kt] / volume [v])   Le,2025-09-01
21001003Pt,"category (primary tumor), pn category (regional lymph nodes), and histologic Pt",2025-09-01
21002004gr,ade were documented in pathology report,2025-09-01
22001003Do,"cumentation of medical reason(s) for not including the pt category, the pn    Me",2025-09-01
22002004ca,"tegory or the histologic grade in the pathology report (e.g., re-excision",2025-09-01
22003004wi,thout residual tumor; non-carcinomasanal canal),2025-09-01
23001003Sp,ecimen site is other than anatomic location of primary tumor                  Sp,2025-09-01
24001003Pt,"category, pn category and histologic grade were not documented in the        Pt",2025-09-01
24002004pa,"thology report, reason not given",2025-09-01
25001003Fa,"sting lipid profile performed (triglycerides, ldl-c, hdl-c and total          Li",2025-09-01
25002004ch,olesterol),2025-09-01
26001003Cl,"inician has documented reason for not performing fasting lipid profile (e.g., Do",2025-09-01
26002004pa,"tient declined, other patient reasons)",2025-09-01
28001003Fa,"sting lipid profile not performed, reason not given                           Li",2025-09-01
30001003Pa,in assessment documented as positive using a standardized tool and a          Pa,2025-09-01
30002004fo,llow-up plan is documented,2025-09-01
31001003Pa,"in assessment using a standardized tool is documented as negative, no         Pa",2025-09-01
31002004fo,llow-up plan required,2025-09-01
32001003No,"documentation of pain assessment, reason not given                           No",2025-09-01
33001003El,der maltreatment screen documented as positive and a follow-up plan is        Do,2025-09-01
33002004do,cumented,2025-09-01
34001003El,"der maltreatment screen documented as negative, follow-up is not required     Do",2025-09-01
35001003El,"der maltreatment screen documented as positive, follow-up plan not            El",2025-09-01
35002004do,"cumented, reason not given",2025-09-01
36001003Mo,st current ldl-c <100mg/dl                                                    Ld,2025-09-01
37001003Mo,st current ldl-c >=100mg/dl                                                   Ld,2025-09-01
38001003Le,ft ventricular ejection fraction (lvef) < 40% or documentation of severely or Lv,2025-09-01
38002004mo,derately depressed left ventricular systolic function,2025-09-01
39001003Le,ft ventricular ejection fraction (lvef) >= 40% or documentation as normal or  Lv,2025-09-01
39002004mi,ldly depressed left ventricular systolic function,2025-09-01
40001003Le,"ft ventricular ejection fraction (lvef) not performed or assessed, reason not Lv",2025-09-01
40002004gi,ven,2025-09-01
49001003Ab,"sence of signs of melanoma (tenderness, jaundice, localized neurologic signs  No",2025-09-01
49002004su,"ch as weakness, or any other sign suggesting systemic spread) or absence of",2025-09-01
49003004sy,"mptoms of melanoma (cough, dyspnea, pain, paresthesia, or any other symptom",2025-09-01
49004004su,ggesting the possibility of systemic spread of melanoma),2025-09-01
51001003Sm,"oking status and exposure to second hand smoke in the home not assessed,      Sm",2025-09-01
51002004re,ason not given,2025-09-01
52001003Mo,st recent systolic blood pressure < 140 mmhg                                  Sy,2025-09-01
53001003Mo,st recent systolic blood pressure >= 140 mmhg                                 Sy,2025-09-01
54001003Mo,st recent diastolic blood pressure < 90 mmhg                                  Di,2025-09-01
55001003Mo,st recent diastolic blood pressure >= 90 mmhg                                 Di,2025-09-01
56001003No,"documentation of blood pressure measurement, reason not given                No",2025-09-01
57001003Al,l quality actions for the applicable measures in the chronic obstructive      Co,2025-09-01
57002004pu,lmonary disease (copd) measures group have been performed for this patient,2025-09-01
58001003Al,l quality actions for the applicable measures in the inflammatory bowel       Ib,2025-09-01
58002004di,sease (ibd) measures group have been performed for this patient,2025-09-01
59001003Al,l quality actions for the applicable measures in the sleep apnea measures     Os,2025-09-01
59002004gr,oup have been performed for this patient,2025-09-01
61001003Al,l quality actions for the applicable measures in the dementia measures group  De,2025-09-01
61002004ha,ve been performed for this patient,2025-09-01
62001003Al,l quality actions for the applicable measures in the parkinson's disease      Pd,2025-09-01
62002004me,asures group have been performed for this patient,2025-09-01
63001003Al,l quality actions for the applicable measures in the hypertension (htn)       Hy,2025-09-01
63002004me,asures group have been performed for this patient,2025-09-01
64001003Al,l quality actions for the applicable measures in the cardiovascular           Ca,2025-09-01
64002004pr,evention measures group have bee performed for this patient,2025-09-01
65001003Al,l quality actions for the applicable measures in the cataract measures group  Ca,2025-09-01
65002004ha,ve been performed for this patient,2025-09-01
67001003Li,"pid panel results documented and reviewed (must include total cholesterol,    Li",2025-09-01
67002004hd,"l-c, triglycerides and calculated ldl-c)",2025-09-01
68001003Do,"cumentation of medical reason(s) for not performing lipid profile (e.g.,      Do",2025-09-01
68002004pa,tients with palliative goals or for whom treatment of hypertension with,2025-09-01
68003004st,andard treatment goals is not clinically appropriate),2025-09-01
69001003Li,"pid profile not performed, reason not given                                   Li",2025-09-01
70001003Ur,ine protein test result documented and reviewed                               Ur,2025-09-01
71001003Do,cumentation of diagnosis of chronic kidney disease                            Do,2025-09-01
72001003Do,"cumentation of medical reason(s) for not performing urine protein test (e.g., Do",2025-09-01
72002004pa,tients with palliative goals or for whom treatment of hypertension with,2025-09-01
72003004st,andard treatment goals is not cllinically appropriate),2025-09-01
73001003Ur,"ine protein test was not performed, reason not given                          No",2025-09-01
74001003Se,rum creatinine test result documented and reviewed                            Se,2025-09-01
75001003Do,cumentation of medical reason(s) for not performing serum creatinine test     Do,2025-09-01
75002004(e,".g., patients with palliative goals or for whom treatment of hypertension",2025-09-01
75003004wi,th standard treatment goals is not clinically appropriate),2025-09-01
76001003Se,"rum creatinine test not performed, reason not given                           No",2025-09-01
77001003Di,abetes screening test performed                                               Di,2025-09-01
78001003Do,cumentation of medical reason(s) for not performing diabetes screening test   Do,2025-09-01
78002004(e,".g., patients with a diagnosis of diabetes, or with palliative goals or for",2025-09-01
78003004wh,om treatment of hypertension with standard treatment goals is not clinically,2025-09-01
78004004ap,propriate),2025-09-01
79001003Di,"abetes screening test not performed, reason not given                         No",2025-09-01
80001003Co,unseling for diet and physical activity performed                             Co,2025-09-01
81001003Do,cumentation of medical reason(s) for patient not receiving counseling for     Do,2025-09-01
81002004di,"et and physical activity (e.g., patients with palliative goals or for whom",2025-09-01
81003004tr,eatment of hypertension with standard treatment goals is not clinically,2025-09-01
81004004ap,propriate),2025-09-01
82001003Co,"unseling for diet and physical activity not performed, reason not given       No",2025-09-01
83001003No,"rmal blood pressure reading documented, follow-up not required                Bp",2025-09-01
84001003Pa,"tient not eligible (e.g., documentation the patient is not eligible due to    Pt",2025-09-01
84002004ac,"tive diagnosis of hypertension, patient refuses, urgent or emergent situation)",2025-09-01
85001003Bl,"ood pressure reading not documented, reason not given                         Bp",2025-09-01
97001003Sp,ecimen site other than anatomic location of esophagus                         Sp,2025-09-01
98001003Sp,ecimen site other than anatomic location of prostate                          Sp,2025-09-01
06001003Pe,rformance of trans-abdominal or trans-vaginal ultrasound and pregnancy        Pe,2025-09-01
06002004lo,cation documented,2025-09-01
07001003Tr,ans-abdominal or trans-vaginal ultrasound not performed for reasons           No,2025-09-01
07002004do,"cumented by clinician (e.g., patient has a documented intrauterine pregnancy",2025-09-01
07003004[i,up]),2025-09-01
08001003Tr,"ans-abdominal or trans-vaginal ultrasound not performed, reason not given     Ul",2025-09-01
09001003Rh,-immunoglobulin (rhogam) ordered                                              Rh,2025-09-01
10001003Rh,-immunoglobulin (rhogam) not ordered for reasons documented by clinician      Do,2025-09-01
10002004(e,".g., patient had prior documented receipt of rhogam within 12 weeks, patient",2025-09-01
10003004re,fusal),2025-09-01
11001003Do,"cumentation rh-immunoglobulin (rhogam) was not ordered, reason not given      No",2025-09-01
15001003Do,cumented reason in the medical records for why the statin therapy was not     Do,2025-09-01
15002004pr,"escribed (i.e., lower extremity bypass was for a patient with",2025-09-01
15003004no,n-artherosclerotic disease),2025-09-01
16001003St,atin medication prescribed at discharge                                       St,2025-09-01
17001003St,"atin therapy not prescribed at discharge, reason not given                    Do",2025-09-01
18001003Pa,tient discharge to home no later than post-operative day #7                   Pt,2025-09-01
25001003Pa,tient not discharged to home by post-operative day #7                         Pt,2025-09-01
26001003Pa,tient discharged to home no later than post-operative day #2 following evar   Pt,2025-09-01
33001003Pa,tient not discharged to home by post-operative day #2 following evar          Pt,2025-09-01
34001003Pa,tient discharged to home no later than post-operative day #2 following cea    Pt,2025-09-01
38001003Pa,tient not discharged to home by post-operative day #2 following cea           No,2025-09-01
39001003Sl,"eep apnea symptoms assessed, including presence or absence of snoring and     Sl",2025-09-01
39002004da,ytime sleepiness,2025-09-01
40001003Do,cumentation of reason(s) for not documenting an assessment of sleep symptoms  Do,2025-09-01
40002004(e,".g., patient didn't have initial daytime sleepiness, patient visited between",2025-09-01
40003004in,itial testing and initiation of therapy),2025-09-01
41001003Sl,"eep apnea symptoms not assessed, reason not given                             No",2025-09-01
42001003Ap,"nea hypopnea index (ahi), respiratory disturbance index (rdi) or respiratory  Ah",2025-09-01
42002004ev,ent index (rei) documented or measured within 2 months after initial,2025-09-01
42003004ev,aluation for suspected obstructive sleep apnea,2025-09-01
43001003Do,"cumentation of reason(s) for not measuring an apnea hypopnea index (ahi), a   Do",2025-09-01
43002004re,"spiratory disturbance index (rdi), or a respiratory event index (rei) within",2025-09-01
430030042,"months after initial evaluation for suspected obstructive sleep apnea (e.g.,",2025-09-01
43004004me,"dical, neurological, or psychiatric disease that prohibits successful",2025-09-01
43005004co,"mpletion of a sleep study, patients for whom a sleep study would present a",2025-09-01
43006004bi,"gger risk than benefit or would pose an undue burden, dementia, patients",2025-09-01
43007004pr,"eviously diagnosed with osa and severity assessed by another provider,",2025-09-01
43008004pa,"tients who decline ahi/rdi/rei measurement, patients who had a financial",2025-09-01
43009004re,"ason for not completing testing, test was ordered but not completed, patients",2025-09-01
43010004de,cline because their insurance (payer) does not cover the expense),2025-09-01
44001003Ap,"nea hypopnea index (ahi), respiratory disturbance index (rdi), or respiratory No",2025-09-01
44002004ev,ent index (rei) not documented or measured within 2 months after initial,2025-09-01
44003004ev,"aluation for suspected obstructive sleep apnea, reason not given",2025-09-01
45001003Po,sitive airway pressure therapy prescribed                                     Po,2025-09-01
46001003Mo,derate or severe obstructive sleep apnea (apnea hypopnea index (ahi) or       Mo,2025-09-01
46002004re,spiratory disturbance index (rdi) of 15 or greater),2025-09-01
48001003Mi,ld obstructive sleep apnea (apnea hypopnea index (ahi) or respiratory         Mi,2025-09-01
48002004di,sturbance index (rdi) of less than 15),2025-09-01
49001003Do,cumentation of reason(s) for not prescribing positive airway pressure therapy Do,2025-09-01
49002004(e,".g., patient unable to tolerate, alternative therapies use, patient declined,",2025-09-01
49003004fi,"nancial, insurance coverage)",2025-09-01
50001003Po,"sitive airway pressure therapy not prescribed, reason not given               No",2025-09-01
51001003Ad,herence to therapy was assessed at least annually through an objective        Ad,2025-09-01
51002004in,formatics system or through self-reporting (if objective reporting is not,2025-09-01
51003004av,"ailable, documented)",2025-09-01
52001003Po,sitive airway pressure therapy was prescribed                                 Po,2025-09-01
53001003Po,sitive airway pressure therapy not prescribed                                 Po,2025-09-01
54001003Do,cumentation of reason(s) for not objectively reporting adherence to           Re,2025-09-01
54002004ev,"idence-based therapy (e.g., patients who have been diagnosed with a terminal",2025-09-01
54003004or,"advanced disease with an expected life span of less than 6 months, patients",2025-09-01
54004004wh,"o decline therapy, patients who do not return for follow-up at least",2025-09-01
54005004an,"nually, patients unable to access/afford therapy, patient's insurance will",2025-09-01
54006004no,t cover therapy),2025-09-01
55001003Ad,herence to therapy was not assessed at least annually through an objective    Th,2025-09-01
55002004in,formatics system or through self-reporting (if objective reporting is not,2025-09-01
55003004av,"ailable), reason not given",2025-09-01
56001003Re,ferral to a physician for an otologic evaluation performed                    Re,2025-09-01
57001003Pa,"tient is not eligible for the referral for otologic evaluation measure (e.g., No",2025-09-01
57002004pa,tients who are already under the care of a physician for acute or chronic,2025-09-01
57003004di,zziness),2025-09-01
58001003Re,"ferral to a physician for an otologic evaluation not performed, reason not    No",2025-09-01
58002004gi,ven,2025-09-01
59001003Pa,tient receiving corticosteroids greater than or equal to 10mg/day for 60 or   Co,2025-09-01
59002004gr,eater consecutive days,2025-09-01
60001003Pa,tients who have received dose of corticosteroids greater than or equal to     Co,2025-09-01
6000200410,mg/day for 60 or greater consecutive days,2025-09-01
61001003Wi,"thin the past 2 years, central dual-energy x-ray absorptiometry (dxa) ordered Dx",2025-09-01
61002004an,"d documented, review of systems and medication history or pharmacologic",2025-09-01
61003004th,erapy (other than minerals/vitamins) for osteoporosis prescribed,2025-09-01
62001003Pa,tients not receiving corticosteroids greater than or equal to 10mg/day for 60 No,2025-09-01
62002004or,greater consecutive days,2025-09-01
63001003Pa,"tients not assessed for risk of bone loss, reason not given                   No",2025-09-01
64001003Pn,eumococcal vaccine administered or previously received                        Pn,2025-09-01
